timestamp,heart_rate_bpm,breathing_rate_lpm,spo2_percent
2026-02-06 20:58:53.090251,82.2,15.8,96.0
2026-02-06 21:08:53.090251,79.6,17.2,97.5
2026-02-06 21:18:53.090251,80.0,15.8,96.0
2026-02-06 21:28:53.090251,73.4,16.6,96.8
2026-02-06 21:38:53.090251,77.6,11.7,96.5
2026-02-06 21:48:53.090251,63.9,18.3,98.2
2026-02-06 21:58:53.090251,69.9,16.7,96.3
2026-02-06 22:08:53.090251,77.3,14.5,96.8
2026-02-06 22:18:53.090251,76.4,21.0,97.6
2026-02-06 22:28:53.090251,76.0,17.4,97.1
2026-02-06 22:38:53.090251,76.0,16.4,97.1
2026-02-06 22:48:53.090251,72.4,14.9,97.3
2026-02-06 22:58:53.090251,69.6,18.1,97.1
2026-02-06 23:08:53.090251,78.4,15.9,97.0
2026-02-06 23:18:53.090251,73.9,17.3,96.8
2026-02-06 23:28:53.090251,77.9,16.8,97.0
2026-02-06 23:38:53.090251,77.5,18.9,97.9
2026-02-06 23:48:53.090251,76.2,13.3,97.1
2026-02-06 23:58:53.090251,71.0,17.9,96.9
2026-02-07 00:08:53.090251,56.2,11.1,97.9
2026-02-07 00:18:53.090251,54.4,10.5,98.6
2026-02-07 00:28:53.090251,52.9,12.9,98.8
2026-02-07 00:38:53.090251,51.9,11.0,96.7
2026-02-07 00:48:53.090251,55.4,10.9,98.4
2026-02-07 00:58:53.090251,54.7,11.5,98.0
2026-02-07 01:08:53.090251,58.3,13.5,98.1
2026-02-07 01:18:53.090251,53.4,11.5,98.2
2026-02-07 01:28:53.090251,55.8,12.9,98.0
2026-02-07 01:38:53.090251,54.3,11.6,97.6
2026-02-07 01:48:53.090251,53.3,12.6,97.9
2026-02-07 01:58:53.090251,56.1,13.0,98.6
2026-02-07 02:08:53.090251,56.6,11.9,97.7
2026-02-07 02:18:53.090251,56.8,12.3,98.7
2026-02-07 02:28:53.090251,56.3,11.6,97.7
2026-02-07 02:38:53.090251,54.1,11.5,97.8
2026-02-07 02:48:53.090251,53.3,11.4,98.6
2026-02-07 02:58:53.090251,54.3,11.9,97.9
2026-02-07 03:08:53.090251,55.5,10.1,98.9
2026-02-07 03:18:53.090251,53.8,11.6,97.5
2026-02-07 03:28:53.090251,55.3,12.3,98.8
2026-02-07 03:38:53.090251,53.4,12.5,97.5
2026-02-07 03:48:53.090251,54.2,12.2,97.9
2026-02-07 03:58:53.090251,55.4,12.7,97.9
2026-02-07 04:08:53.090251,54.3,11.6,97.6
2026-02-07 04:18:53.090251,57.9,10.4,98.2
2026-02-07 04:28:53.090251,50.9,11.6,98.4
2026-02-07 04:38:53.090251,51.4,12.5,97.4
2026-02-07 04:48:53.090251,52.8,11.6,98.2
2026-02-07 04:58:53.090251,55.5,9.9,98.4
2026-02-07 05:08:53.090251,57.2,10.1,97.9
2026-02-07 05:18:53.090251,55.4,9.2,98.1
2026-02-07 05:28:53.090251,52.8,11.6,98.1
2026-02-07 05:38:53.090251,53.2,12.1,98.6
2026-02-07 05:48:53.090251,51.7,11.3,98.1
2026-02-07 05:58:53.090251,53.2,12.9,98.7
2026-02-07 06:08:53.090251,65.4,15.6,96.1
2026-02-07 06:18:53.090251,70.1,12.8,97.6
2026-02-07 06:28:53.090251,84.5,16.3,97.1
2026-02-07 06:38:53.090251,72.3,17.7,96.9
2026-02-07 06:48:53.090251,78.2,16.6,96.9
2026-02-07 06:58:53.090251,68.8,17.6,96.8
2026-02-07 07:08:53.090251,70.8,30.1,94.9
2026-02-07 07:18:53.090251,107.7,21.5,94.2
2026-02-07 07:28:53.090251,129.8,21.1,95.4
2026-02-07 07:38:53.090251,84.9,24.5,94.9
2026-02-07 07:48:53.090251,93.7,27.7,94.7
2026-02-07 07:58:53.090251,95.5,22.1,94.5
2026-02-07 08:08:53.090251,94.8,20.7,94.9
2026-02-07 08:18:53.090251,77.3,20.6,94.5
2026-02-07 08:28:53.090251,110.0,30.2,94.5
2026-02-07 08:38:53.090251,84.2,28.4,95.7
2026-02-07 08:48:53.090251,112.7,27.8,95.6
2026-02-07 08:58:53.090251,134.3,27.4,95.4
2026-02-07 09:08:53.090251,68.2,17.6,97.7
2026-02-07 09:18:53.090251,77.2,18.4,96.9
2026-02-07 09:28:53.090251,72.1,16.7,96.1
2026-02-07 09:38:53.090251,77.2,16.0,98.3
2026-02-07 09:48:53.090251,71.1,14.5,95.9
2026-02-07 09:58:53.090251,70.9,15.6,96.9
2026-02-07 10:08:53.090251,70.8,12.9,97.0
2026-02-07 10:18:53.090251,80.4,17.0,96.8
2026-02-07 10:28:53.090251,71.7,15.4,96.9
2026-02-07 10:38:53.090251,87.2,14.5,97.0
2026-02-07 10:48:53.090251,75.0,14.6,97.5
2026-02-07 10:58:53.090251,75.3,16.5,97.0
2026-02-07 11:08:53.090251,84.6,14.7,97.1
2026-02-07 11:18:53.090251,74.2,14.3,96.4
2026-02-07 11:28:53.090251,74.4,15.7,97.5
2026-02-07 11:38:53.090251,69.7,16.4,96.4
2026-02-07 11:48:53.090251,71.7,18.3,97.5
2026-02-07 11:58:53.090251,71.5,14.9,97.6
2026-02-07 12:08:53.090251,75.8,17.1,97.0
2026-02-07 12:18:53.090251,71.1,15.4,97.2
2026-02-07 12:28:53.090251,72.5,16.4,97.0
2026-02-07 12:38:53.090251,75.6,15.8,97.0
2026-02-07 12:48:53.090251,75.2,12.4,97.0
2026-02-07 12:58:53.090251,76.4,15.3,96.4
2026-02-07 13:08:53.090251,74.8,18.2,96.6
2026-02-07 13:18:53.090251,79.7,16.9,97.5
2026-02-07 13:28:53.090251,78.4,14.3,96.6
2026-02-07 13:38:53.090251,73.5,15.6,96.7
2026-02-07 13:48:53.090251,74.4,19.2,97.2
2026-02-07 13:58:53.090251,76.7,14.8,96.8
2026-02-07 14:08:53.090251,71.3,16.0,97.0
2026-02-07 14:18:53.090251,78.7,18.1,96.9
2026-02-07 14:28:53.090251,85.5,19.5,96.3
2026-02-07 14:38:53.090251,78.2,15.1,96.8
2026-02-07 14:48:53.090251,74.6,17.3,97.0
2026-02-07 14:58:53.090251,76.4,16.0,96.9
2026-02-07 15:08:53.090251,77.2,18.8,96.6
2026-02-07 15:18:53.090251,73.1,17.1,96.7
2026-02-07 15:28:53.090251,71.6,13.4,97.7
2026-02-07 15:38:53.090251,79.2,15.1,97.7
2026-02-07 15:48:53.090251,76.9,16.3,97.0
2026-02-07 15:58:53.090251,75.5,16.6,97.2
2026-02-07 16:08:53.090251,66.7,13.8,96.9
2026-02-07 16:18:53.090251,78.7,14.9,96.6
2026-02-07 16:28:53.090251,87.1,14.5,95.6
2026-02-07 16:38:53.090251,65.2,14.4,96.9
2026-02-07 16:48:53.090251,84.3,13.8,96.8
2026-02-07 16:58:53.090251,77.8,16.9,97.3
2026-02-07 17:08:53.090251,87.5,15.2,94.8
2026-02-07 17:18:53.090251,76.0,27.3,94.9
2026-02-07 17:28:53.090251,107.5,20.5,95.4
2026-02-07 17:38:53.090251,104.6,25.3,95.5
2026-02-07 17:48:53.090251,83.3,26.4,94.1
2026-02-07 17:58:53.090251,117.7,23.8,94.4
2026-02-07 18:08:53.090251,93.9,39.7,95.8
2026-02-07 18:18:53.090251,125.8,28.3,95.3
2026-02-07 18:28:53.090251,124.0,22.2,95.4
2026-02-07 18:38:53.090251,69.8,33.4,95.7
2026-02-07 18:48:53.090251,110.7,20.9,94.5
2026-02-07 18:58:53.090251,107.1,26.9,94.6
2026-02-07 19:08:53.090251,64.0,15.6,96.6
2026-02-07 19:18:53.090251,79.3,15.4,96.5
2026-02-07 19:28:53.090251,79.5,18.3,97.4
2026-02-07 19:38:53.090251,78.3,15.9,97.5
2026-02-07 19:48:53.090251,76.5,19.1,97.0
2026-02-07 19:58:53.090251,69.1,15.8,97.1
2026-02-07 20:08:53.090251,72.5,14.1,96.2
2026-02-07 20:18:53.090251,80.5,17.7,97.6
2026-02-07 20:28:53.090251,78.6,16.9,96.7
2026-02-07 20:38:53.090251,73.9,13.5,97.8
2026-02-07 20:48:53.090251,74.4,17.5,98.1
2026-02-07 20:58:53.090251,72.5,15.9,96.9
2026-02-07 21:08:53.090251,70.3,16.2,96.7
2026-02-07 21:18:53.090251,70.1,13.9,96.7
2026-02-07 21:28:53.090251,78.6,15.4,96.9
2026-02-07 21:38:53.090251,80.7,16.1,97.7
2026-02-07 21:48:53.090251,74.3,16.5,96.8
2026-02-07 21:58:53.090251,75.7,13.5,97.4
2026-02-07 22:08:53.090251,79.0,15.1,97.4
2026-02-07 22:18:53.090251,74.8,17.4,96.3
2026-02-07 22:28:53.090251,82.6,15.6,97.6
2026-02-07 22:38:53.090251,69.8,18.2,96.3
2026-02-07 22:48:53.090251,71.4,15.7,97.2
2026-02-07 22:58:53.090251,79.5,17.2,97.0
2026-02-07 23:08:53.090251,85.0,12.0,96.5
2026-02-07 23:18:53.090251,74.8,18.5,97.1
2026-02-07 23:28:53.090251,82.3,16.2,96.7
2026-02-07 23:38:53.090251,69.9,18.9,96.8
2026-02-07 23:48:53.090251,69.7,18.2,97.9
2026-02-07 23:58:53.090251,75.5,17.0,96.9
2026-02-08 00:08:53.090251,53.8,11.7,98.5
2026-02-08 00:18:53.090251,55.5,9.8,97.5
2026-02-08 00:28:53.090251,56.6,12.1,97.2
2026-02-08 00:38:53.090251,56.8,11.6,98.0
2026-02-08 00:48:53.090251,54.4,13.4,97.5
2026-02-08 00:58:53.090251,55.7,9.9,98.3
2026-02-08 01:08:53.090251,56.4,12.5,98.8
2026-02-08 01:18:53.090251,57.6,10.8,98.1
2026-02-08 01:28:53.090251,51.7,12.6,98.1
2026-02-08 01:38:53.090251,51.8,13.3,97.3
2026-02-08 01:48:53.090251,55.5,13.2,98.4
2026-02-08 01:58:53.090251,54.2,11.6,98.0
2026-02-08 02:08:53.090251,59.1,12.4,98.2
2026-02-08 02:18:53.090251,58.2,12.8,98.2
2026-02-08 02:28:53.090251,55.0,11.5,97.6
2026-02-08 02:38:53.090251,56.7,11.0,98.6
2026-02-08 02:48:53.090251,56.1,11.8,98.4
2026-02-08 02:58:53.090251,52.5,10.9,97.7
2026-02-08 03:08:53.090251,52.3,12.7,97.0
2026-02-08 03:18:53.090251,53.8,10.3,98.4
2026-02-08 03:28:53.090251,54.3,11.4,97.5
2026-02-08 03:38:53.090251,55.9,11.8,98.0
2026-02-08 03:48:53.090251,56.2,10.9,98.0
2026-02-08 03:58:53.090251,53.8,12.3,98.2
2026-02-08 04:08:53.090251,53.9,13.4,98.3
2026-02-08 04:18:53.090251,52.5,11.2,97.5
2026-02-08 04:28:53.090251,54.8,11.2,97.0
2026-02-08 04:38:53.090251,53.4,11.8,98.6
2026-02-08 04:48:53.090251,54.4,11.5,98.3
2026-02-08 04:58:53.090251,51.4,11.2,98.2
2026-02-08 05:08:53.090251,55.3,13.2,97.3
2026-02-08 05:18:53.090251,55.3,15.7,98.3
2026-02-08 05:28:53.090251,54.3,11.8,98.3
2026-02-08 05:38:53.090251,58.3,10.4,98.5
2026-02-08 05:48:53.090251,54.8,12.9,97.6
2026-02-08 05:58:53.090251,50.9,11.8,97.7
2026-02-08 06:08:53.090251,74.0,15.1,97.0
2026-02-08 06:18:53.090251,77.0,16.2,96.6
2026-02-08 06:28:53.090251,63.0,15.2,97.3
2026-02-08 06:38:53.090251,76.2,15.8,96.1
2026-02-08 06:48:53.090251,73.6,16.3,96.8
2026-02-08 06:58:53.090251,79.9,17.9,97.6
2026-02-08 07:08:53.090251,88.2,18.8,95.3
2026-02-08 07:18:53.090251,105.3,22.8,94.3
2026-02-08 07:28:53.090251,97.9,23.9,95.5
2026-02-08 07:38:53.090251,117.2,25.5,95.5
2026-02-08 07:48:53.090251,98.7,32.1,94.8
2026-02-08 07:58:53.090251,88.1,24.5,94.8
2026-02-08 08:08:53.090251,119.7,25.8,95.1
2026-02-08 08:18:53.090251,88.8,23.1,94.8
2026-02-08 08:28:53.090251,101.9,13.2,94.8
2026-02-08 08:38:53.090251,104.5,27.6,95.8
2026-02-08 08:48:53.090251,112.1,24.9,94.5
2026-02-08 08:58:53.090251,108.3,26.5,94.5
2026-02-08 09:08:53.090251,74.9,20.0,97.6
2026-02-08 09:18:53.090251,71.4,17.3,97.0
2026-02-08 09:28:53.090251,78.3,11.8,97.2
2026-02-08 09:38:53.090251,73.7,14.5,97.7
2026-02-08 09:48:53.090251,78.4,17.5,96.8
2026-02-08 09:58:53.090251,73.9,13.8,96.8
2026-02-08 10:08:53.090251,68.5,19.7,97.8
2026-02-08 10:18:53.090251,85.0,15.8,97.7
2026-02-08 10:28:53.090251,72.9,14.4,96.6
2026-02-08 10:38:53.090251,70.7,15.6,96.3
2026-02-08 10:48:53.090251,63.2,17.0,95.9
2026-02-08 10:58:53.090251,78.5,14.2,96.3
2026-02-08 11:08:53.090251,80.7,21.3,97.0
2026-02-08 11:18:53.090251,80.3,18.1,96.4
2026-02-08 11:28:53.090251,83.3,15.4,97.3
2026-02-08 11:38:53.090251,72.6,14.3,97.2
2026-02-08 11:48:53.090251,82.6,16.4,96.9
2026-02-08 11:58:53.090251,77.4,13.3,96.8
2026-02-08 12:08:53.090251,70.6,16.8,97.2
2026-02-08 12:18:53.090251,72.2,13.3,97.2
2026-02-08 12:28:53.090251,74.7,16.6,97.1
2026-02-08 12:38:53.090251,77.8,16.5,96.9
2026-02-08 12:48:53.090251,78.3,13.4,96.9
2026-02-08 12:58:53.090251,77.2,15.4,97.2
2026-02-08 13:08:53.090251,73.3,20.0,97.6
2026-02-08 13:18:53.090251,67.8,17.6,96.9
2026-02-08 13:28:53.090251,76.7,16.0,96.9
2026-02-08 13:38:53.090251,75.8,18.9,96.1
2026-02-08 13:48:53.090251,74.5,14.9,97.9
2026-02-08 13:58:53.090251,77.8,14.5,96.9
2026-02-08 14:08:53.090251,79.3,12.1,96.7
2026-02-08 14:18:53.090251,82.1,14.2,97.3
2026-02-08 14:28:53.090251,81.8,16.8,97.2
2026-02-08 14:38:53.090251,87.7,17.2,97.2
2026-02-08 14:48:53.090251,70.1,17.2,96.5
2026-02-08 14:58:53.090251,74.0,13.2,97.6
2026-02-08 15:08:53.090251,76.1,14.2,97.1
2026-02-08 15:18:53.090251,81.1,14.2,97.0
2026-02-08 15:28:53.090251,77.5,17.0,97.4
2026-02-08 15:38:53.090251,72.7,18.7,96.6
2026-02-08 15:48:53.090251,73.1,18.1,96.9
2026-02-08 15:58:53.090251,69.9,14.6,97.8
2026-02-08 16:08:53.090251,84.0,16.9,96.6
2026-02-08 16:18:53.090251,71.4,19.7,97.1
2026-02-08 16:28:53.090251,77.9,17.9,97.4
2026-02-08 16:38:53.090251,77.6,19.2,97.1
2026-02-08 16:48:53.090251,72.7,15.9,96.5
2026-02-08 16:58:53.090251,76.0,16.2,96.8
2026-02-08 17:08:53.090251,78.8,22.6,94.5
2026-02-08 17:18:53.090251,99.4,17.7,95.7
2026-02-08 17:28:53.090251,89.0,24.9,94.1
2026-02-08 17:38:53.090251,109.3,31.0,93.9
2026-02-08 17:48:53.090251,82.5,17.0,95.4
2026-02-08 17:58:53.090251,132.3,29.6,95.6
2026-02-08 18:08:53.090251,96.6,22.8,94.8
2026-02-08 18:18:53.090251,118.0,25.7,94.5
2026-02-08 18:28:53.090251,84.9,28.2,95.5
2026-02-08 18:38:53.090251,85.1,25.3,94.8
2026-02-08 18:48:53.090251,115.8,24.8,95.1
2026-02-08 18:58:53.090251,93.6,34.2,95.0
2026-02-08 19:08:53.090251,82.0,17.3,97.7
2026-02-08 19:18:53.090251,79.7,18.4,96.6
2026-02-08 19:28:53.090251,78.8,14.8,97.1
2026-02-08 19:38:53.090251,71.2,18.1,97.0
2026-02-08 19:48:53.090251,69.5,15.6,96.6
2026-02-08 19:58:53.090251,73.7,16.1,96.9
2026-02-08 20:08:53.090251,80.2,14.6,97.5
2026-02-08 20:18:53.090251,78.7,13.6,97.1
2026-02-08 20:28:53.090251,71.2,15.6,97.4
2026-02-08 20:38:53.090251,72.9,15.4,96.3
2026-02-08 20:48:53.090251,72.7,20.8,96.9
2026-02-08 20:58:53.090251,77.9,15.1,97.5
2026-02-08 21:08:53.090251,77.8,14.2,96.7
2026-02-08 21:18:53.090251,74.6,18.4,97.5
2026-02-08 21:28:53.090251,77.1,11.4,97.3
2026-02-08 21:38:53.090251,85.5,15.7,96.8
2026-02-08 21:48:53.090251,69.2,16.7,96.6
2026-02-08 21:58:53.090251,76.4,16.2,97.7
2026-02-08 22:08:53.090251,82.1,12.3,95.8
2026-02-08 22:18:53.090251,72.2,17.2,96.5
2026-02-08 22:28:53.090251,86.0,13.8,97.2
2026-02-08 22:38:53.090251,78.4,16.0,97.0
2026-02-08 22:48:53.090251,77.0,16.3,95.9
2026-02-08 22:58:53.090251,69.0,16.1,96.3
2026-02-08 23:08:53.090251,71.4,16.2,98.2
2026-02-08 23:18:53.090251,83.1,15.9,97.8
2026-02-08 23:28:53.090251,53.9,14.0,96.9
2026-02-08 23:38:53.090251,73.9,16.9,96.8
2026-02-08 23:48:53.090251,76.5,14.5,98.1
2026-02-08 23:58:53.090251,83.9,15.8,96.0
2026-02-09 00:08:53.090251,53.4,13.6,98.2
2026-02-09 00:18:53.090251,57.2,12.3,98.9
2026-02-09 00:28:53.090251,54.3,11.7,97.2
2026-02-09 00:38:53.090251,56.9,13.1,98.2
2026-02-09 00:48:53.090251,51.4,11.9,98.2
2026-02-09 00:58:53.090251,55.8,11.9,98.9
2026-02-09 01:08:53.090251,55.6,11.6,97.8
2026-02-09 01:18:53.090251,54.9,12.0,98.1
2026-02-09 01:28:53.090251,55.4,12.1,98.5
2026-02-09 01:38:53.090251,52.8,12.0,98.3
2026-02-09 01:48:53.090251,57.1,11.6,98.0
2026-02-09 01:58:53.090251,55.7,12.7,98.1
2026-02-09 02:08:53.090251,53.4,11.6,97.7
2026-02-09 02:18:53.090251,56.0,12.4,97.7
2026-02-09 02:28:53.090251,56.7,11.7,97.6
2026-02-09 02:38:53.090251,53.7,10.7,98.0
2026-02-09 02:48:53.090251,57.6,12.5,97.7
2026-02-09 02:58:53.090251,53.3,9.6,97.8
2026-02-09 03:08:53.090251,53.8,10.5,97.3
2026-02-09 03:18:53.090251,56.1,11.8,97.5
2026-02-09 03:28:53.090251,52.9,13.0,98.1
2026-02-09 03:38:53.090251,54.8,12.1,98.3
2026-02-09 03:48:53.090251,54.1,14.1,98.2
2026-02-09 03:58:53.090251,52.6,12.4,97.4
2026-02-09 04:08:53.090251,53.6,12.2,97.9
2026-02-09 04:18:53.090251,51.5,12.2,97.9
2026-02-09 04:28:53.090251,51.9,12.4,98.7
2026-02-09 04:38:53.090251,56.4,11.6,97.9
2026-02-09 04:48:53.090251,56.5,11.5,97.8
2026-02-09 04:58:53.090251,53.9,12.7,97.8
2026-02-09 05:08:53.090251,53.1,11.2,98.1
2026-02-09 05:18:53.090251,49.5,11.2,98.4
2026-02-09 05:28:53.090251,49.8,12.2,98.6
2026-02-09 05:38:53.090251,54.3,14.3,98.0
2026-02-09 05:48:53.090251,56.3,12.8,98.4
2026-02-09 05:58:53.090251,55.9,12.8,98.3
2026-02-09 06:08:53.090251,80.7,14.8,97.2
2026-02-09 06:18:53.090251,77.7,17.3,97.2
2026-02-09 06:28:53.090251,76.0,18.1,96.8
2026-02-09 06:38:53.090251,75.8,12.7,96.4
2026-02-09 06:48:53.090251,76.1,16.2,97.7
2026-02-09 06:58:53.090251,59.8,15.7,97.4
2026-02-09 07:08:53.090251,92.9,22.9,95.6
2026-02-09 07:18:53.090251,93.9,25.4,94.6
2026-02-09 07:28:53.090251,76.8,32.4,94.6
2026-02-09 07:38:53.090251,81.2,31.6,95.2
2026-02-09 07:48:53.090251,83.2,34.7,94.3
2026-02-09 07:58:53.090251,100.4,24.9,95.1
2026-02-09 08:08:53.090251,79.5,36.9,95.0
2026-02-09 08:18:53.090251,88.1,19.6,94.7
2026-02-09 08:28:53.090251,90.2,27.8,95.5
2026-02-09 08:38:53.090251,138.9,26.1,94.7
2026-02-09 08:48:53.090251,105.1,29.8,95.2
2026-02-09 08:58:53.090251,88.9,25.7,95.0
2026-02-09 09:08:53.090251,70.5,14.7,96.9
2026-02-09 09:18:53.090251,74.4,20.9,96.9
2026-02-09 09:28:53.090251,80.2,16.6,96.9
2026-02-09 09:38:53.090251,78.5,11.2,97.7
2026-02-09 09:48:53.090251,67.9,15.3,97.1
2026-02-09 09:58:53.090251,68.1,17.9,96.7
2026-02-09 10:08:53.090251,83.7,17.3,97.7
2026-02-09 10:18:53.090251,78.9,15.0,97.4
2026-02-09 10:28:53.090251,77.7,17.2,96.7
2026-02-09 10:38:53.090251,76.4,15.8,97.0
2026-02-09 10:48:53.090251,72.7,15.0,96.2
2026-02-09 10:58:53.090251,83.3,17.7,96.4
2026-02-09 11:08:53.090251,78.2,11.3,97.3
2026-02-09 11:18:53.090251,86.4,16.2,97.3
2026-02-09 11:28:53.090251,75.3,16.4,97.2
2026-02-09 11:38:53.090251,84.5,15.4,97.3
2026-02-09 11:48:53.090251,75.0,15.1,96.4
2026-02-09 11:58:53.090251,73.1,16.7,98.0
2026-02-09 12:08:53.090251,75.2,15.2,97.5
2026-02-09 12:18:53.090251,70.1,14.8,97.3
2026-02-09 12:28:53.090251,74.9,10.9,97.5
2026-02-09 12:38:53.090251,72.8,17.2,97.1
2026-02-09 12:48:53.090251,83.0,13.8,96.8
2026-02-09 12:58:53.090251,77.1,17.6,96.0
2026-02-09 13:08:53.090251,73.8,17.8,96.5
2026-02-09 13:18:53.090251,78.6,15.2,96.5
2026-02-09 13:28:53.090251,70.3,20.5,97.3
2026-02-09 13:38:53.090251,72.1,15.8,97.1
2026-02-09 13:48:53.090251,77.2,15.8,97.2
2026-02-09 13:58:53.090251,74.3,18.1,96.7
2026-02-09 14:08:53.090251,72.3,18.5,96.5
2026-02-09 14:18:53.090251,77.9,15.9,97.2
2026-02-09 14:28:53.090251,69.9,20.7,96.8
2026-02-09 14:38:53.090251,81.3,15.7,96.6
2026-02-09 14:48:53.090251,73.8,12.9,97.2
2026-02-09 14:58:53.090251,74.4,19.3,96.8
2026-02-09 15:08:53.090251,75.9,17.1,96.6
2026-02-09 15:18:53.090251,79.3,13.9,97.1
2026-02-09 15:28:53.090251,75.7,12.1,96.7
2026-02-09 15:38:53.090251,77.0,15.6,97.4
2026-02-09 15:48:53.090251,72.7,18.0,97.4
2026-02-09 15:58:53.090251,70.8,17.4,97.3
2026-02-09 16:08:53.090251,66.9,15.9,96.9
2026-02-09 16:18:53.090251,88.4,15.8,97.0
2026-02-09 16:28:53.090251,81.1,15.7,96.5
2026-02-09 16:38:53.090251,72.2,14.0,97.2
2026-02-09 16:48:53.090251,68.6,15.6,97.7
2026-02-09 16:58:53.090251,76.6,17.4,96.5
2026-02-09 17:08:53.090251,96.4,32.2,94.1
2026-02-09 17:18:53.090251,107.8,26.9,95.1
2026-02-09 17:28:53.090251,97.1,25.1,95.1
2026-02-09 17:38:53.090251,106.7,32.3,94.4
2026-02-09 17:48:53.090251,112.0,25.5,95.1
2026-02-09 17:58:53.090251,112.2,27.8,95.0
2026-02-09 18:08:53.090251,85.0,28.0,95.3
2026-02-09 18:18:53.090251,122.0,25.1,95.6
2026-02-09 18:28:53.090251,101.2,19.6,94.5
2026-02-09 18:38:53.090251,110.6,28.7,95.0
2026-02-09 18:48:53.090251,105.7,24.4,94.6
2026-02-09 18:58:53.090251,120.6,24.1,94.5
2026-02-09 19:08:53.090251,81.3,14.8,96.1
2026-02-09 19:18:53.090251,70.3,19.1,96.9
2026-02-09 19:28:53.090251,69.7,13.1,96.6
2026-02-09 19:38:53.090251,75.3,15.5,96.9
2026-02-09 19:48:53.090251,74.8,16.6,97.4
2026-02-09 19:58:53.090251,59.9,16.1,96.6
2026-02-09 20:08:53.090251,75.2,19.0,97.0
2026-02-09 20:18:53.090251,81.0,14.2,96.5
2026-02-09 20:28:53.090251,82.1,15.7,96.5
2026-02-09 20:38:53.090251,72.5,20.0,95.7
2026-02-09 20:48:53.090251,83.3,20.8,97.6
2026-02-09 20:58:53.090251,77.4,17.1,97.1
2026-02-09 21:08:53.090251,80.4,16.9,97.7
2026-02-09 21:18:53.090251,79.6,16.2,97.2
2026-02-09 21:28:53.090251,74.5,16.2,97.0
2026-02-09 21:38:53.090251,73.9,16.7,96.7
2026-02-09 21:48:53.090251,80.4,14.7,96.5
2026-02-09 21:58:53.090251,87.4,16.1,96.8
2026-02-09 22:08:53.090251,79.9,15.7,97.0
2026-02-09 22:18:53.090251,70.8,15.6,96.5
2026-02-09 22:28:53.090251,71.2,15.0,97.3
2026-02-09 22:38:53.090251,64.9,14.7,96.6
2026-02-09 22:48:53.090251,74.7,17.1,97.3
2026-02-09 22:58:53.090251,69.3,18.0,97.2
2026-02-09 23:08:53.090251,68.5,17.6,96.9
2026-02-09 23:18:53.090251,78.7,15.2,96.3
2026-02-09 23:28:53.090251,73.7,15.2,96.7
2026-02-09 23:38:53.090251,75.8,17.4,96.2
2026-02-09 23:48:53.090251,73.3,15.5,97.7
2026-02-09 23:58:53.090251,76.9,17.4,96.2
2026-02-10 00:08:53.090251,53.7,12.7,98.2
2026-02-10 00:18:53.090251,53.5,11.1,98.4
2026-02-10 00:28:53.090251,56.9,12.5,98.2
2026-02-10 00:38:53.090251,54.0,12.0,97.6
2026-02-10 00:48:53.090251,53.8,10.7,97.9
2026-02-10 00:58:53.090251,53.6,12.8,97.6
2026-02-10 01:08:53.090251,54.9,12.7,98.5
2026-02-10 01:18:53.090251,54.8,10.9,98.2
2026-02-10 01:28:53.090251,56.3,12.7,97.6
2026-02-10 01:38:53.090251,54.2,12.2,98.2
2026-02-10 01:48:53.090251,55.1,12.4,98.1
2026-02-10 01:58:53.090251,55.1,11.0,97.5
2026-02-10 02:08:53.090251,54.3,13.5,97.3
2026-02-10 02:18:53.090251,55.2,12.4,98.4
2026-02-10 02:28:53.090251,51.7,11.7,98.0
2026-02-10 02:38:53.090251,56.2,12.6,97.4
2026-02-10 02:48:53.090251,56.2,12.6,97.6
2026-02-10 02:58:53.090251,54.6,11.0,98.5
2026-02-10 03:08:53.090251,54.4,11.1,98.5
2026-02-10 03:18:53.090251,54.0,11.5,97.7
2026-02-10 03:28:53.090251,56.1,13.0,98.4
2026-02-10 03:38:53.090251,54.5,12.1,97.8
2026-02-10 03:48:53.090251,58.4,13.3,98.2
2026-02-10 03:58:53.090251,52.5,9.8,97.3
2026-02-10 04:08:53.090251,56.2,11.0,98.0
2026-02-10 04:18:53.090251,57.8,9.7,97.2
2026-02-10 04:28:53.090251,56.6,11.1,98.5
2026-02-10 04:38:53.090251,54.0,12.2,98.2
2026-02-10 04:48:53.090251,55.3,10.9,97.8
2026-02-10 04:58:53.090251,53.7,12.1,98.7
2026-02-10 05:08:53.090251,52.2,10.4,98.3
2026-02-10 05:18:53.090251,54.7,9.7,98.1
2026-02-10 05:28:53.090251,51.9,12.1,98.2
2026-02-10 05:38:53.090251,51.4,13.1,98.1
2026-02-10 05:48:53.090251,54.0,13.8,98.0
2026-02-10 05:58:53.090251,53.6,12.0,97.9
2026-02-10 06:08:53.090251,70.1,18.3,96.5
2026-02-10 06:18:53.090251,76.3,16.2,97.8
2026-02-10 06:28:53.090251,76.9,15.0,97.2
2026-02-10 06:38:53.090251,75.4,15.7,97.1
2026-02-10 06:48:53.090251,75.3,19.5,96.7
2026-02-10 06:58:53.090251,70.3,13.3,96.9
2026-02-10 07:08:53.090251,108.4,16.9,94.3
2026-02-10 07:18:53.090251,91.1,19.6,94.3
2026-02-10 07:28:53.090251,92.4,20.7,95.4
2026-02-10 07:38:53.090251,85.8,23.4,94.4
2026-02-10 07:48:53.090251,87.3,29.1,94.3
