timestamp,heart_rate_bpm,breathing_rate_lpm,spo2_percent,pm2.5_ug_m3,pm10_ug_m3,ozone_ppb,no2_ppb
2026-02-17 15:28:53.090251,71.0,13.9,97.6,258.48,398.16,75.26,54.69
2026-02-17 15:38:53.090251,76.8,14.2,96.6,291.66,469.38,101.14,61.66
2026-02-17 15:48:53.090251,73.7,15.4,96.5,221.68,377.4,90.08,60.05
2026-02-17 15:58:53.090251,74.4,19.4,97.1,214.24,342.13,101.15,83.62
2026-02-17 16:08:53.090251,82.6,13.0,96.4,184.02,323.56,94.79,85.03
2026-02-17 16:18:53.090251,82.0,18.8,97.0,136.22,280.47,71.44,57.11
2026-02-17 16:28:53.090251,63.8,15.8,97.1,188.09,367.46,86.88,74.39
2026-02-17 16:38:53.090251,75.8,14.1,96.9,238.69,397.16,101.68,96.62
2026-02-17 16:48:53.090251,85.3,15.8,97.6,271.42,470.08,124.74,101.44
2026-02-17 16:58:53.090251,78.1,14.3,97.1,293.73,467.32,114.3,97.76
2026-02-17 17:08:53.090251,95.5,19.8,95.3,247.27,450.96,116.29,92.32
2026-02-17 17:18:53.090251,102.0,40.0,94.6,266.95,419.98,132.26,105.29
2026-02-17 17:28:53.090251,120.6,20.2,96.0,241.61,424.09,113.35,88.74
2026-02-17 17:38:53.090251,73.0,25.0,95.9,149.14,312.85,81.11,54.63
2026-02-17 17:48:53.090251,89.5,21.6,95.2,182.5,317.46,93.71,69.29
2026-02-17 17:58:53.090251,77.9,21.2,95.1,193.58,343.26,90.46,71.35
2026-02-17 18:08:53.090251,96.9,20.7,94.4,172.89,294.29,70.51,47.21
2026-02-17 18:18:53.090251,49.9,23.7,94.6,190.46,342.59,67.97,51.84
2026-02-17 18:28:53.090251,94.4,24.4,94.4,282.76,419.33,131.34,78.48
2026-02-17 18:38:53.090251,84.9,24.4,95.6,183.28,371.83,93.52,83.03
2026-02-17 18:48:53.090251,101.4,26.7,96.5,170.74,399.64,88.0,95.99
2026-02-17 18:58:53.090251,88.3,18.1,95.2,190.14,412.29,86.19,92.91
2026-02-17 19:08:53.090251,68.1,16.3,97.4,186.64,352.14,88.93,79.52
2026-02-17 19:18:53.090251,68.3,15.9,96.5,282.01,433.03,129.79,121.11
2026-02-17 19:28:53.090251,76.4,14.5,97.2,218.22,439.01,122.22,113.45
2026-02-17 19:38:53.090251,76.1,12.9,97.9,249.8,421.49,103.29,103.77
2026-02-17 19:48:53.090251,71.8,14.2,96.7,283.59,478.19,139.79,140.09
2026-02-17 19:58:53.090251,71.1,13.8,97.2,250.69,411.48,131.99,93.99
2026-02-17 20:08:53.090251,77.1,15.7,97.1,211.95,386.66,123.11,78.05
2026-02-17 20:18:53.090251,71.8,12.5,97.2,198.38,410.6,119.41,64.21
2026-02-17 20:28:53.090251,86.6,16.6,96.8,184.12,385.05,122.43,55.01
2026-02-17 20:38:53.090251,71.0,18.0,97.9,135.42,338.3,101.58,63.9
2026-02-17 20:48:53.090251,73.6,14.8,97.2,118.6,380.24,79.22,59.09
2026-02-17 20:58:53.090251,80.5,15.1,98.0,88.3,381.6975,25.23,40.52
2026-02-17 21:08:53.090251,81.2,14.0,98.1,111.45,383.155,38.16,34.44
2026-02-17 21:18:53.090251,79.9,18.6,97.6,152.24,384.6125,29.89,23.07
2026-02-17 21:28:53.090251,77.2,19.4,97.0,136.75,386.07,20.82,25.24
2026-02-17 21:38:53.090251,75.3,19.3,95.8,114.35,387.5275,33.06,26.84
2026-02-17 21:48:53.090251,79.8,15.8,96.4,181.67,388.985,20.58,111.18
2026-02-17 21:58:53.090251,85.2,17.0,96.9,135.78,390.4425,20.57,78.99
2026-02-17 22:08:53.090251,74.0,15.8,96.9,204.72,391.9,57.16,136.15
2026-02-17 22:18:53.090251,71.8,13.0,97.2,321.52,589.93,111.69,102.69
2026-02-17 22:28:53.090251,80.7,11.9,96.5,129.08,486.66,32.42,55.01
2026-02-17 22:38:53.090251,77.9,15.2,97.2,132.56,294.13,75.29,71.91
2026-02-17 22:48:53.090251,78.4,14.5,96.7,158.69,331.93,88.64,88.96
2026-02-17 22:58:53.090251,67.1,16.7,97.0,187.01,375.13,98.88,90.57
2026-02-17 23:08:53.090251,71.1,19.5,97.9,148.77,332.68,85.96,75.69
2026-02-17 23:18:53.090251,80.0,15.7,96.5,159.67,325.05,82.69,73.11
2026-02-17 23:28:53.090251,75.8,14.6,97.5,233.97,391.19,94.75,87.4
2026-02-17 23:38:53.090251,69.5,13.0,96.7,240.97,389.18,87.26,72.93
2026-02-17 23:48:53.090251,77.9,13.9,97.2,295.71,476.09,108.14,94.04
2026-02-17 23:58:53.090251,69.8,14.9,96.9,239.21,395.29,90.45,81.22
2026-02-18 00:08:53.090251,55.5,13.4,97.7,270.1,484.82,97.03,76.67
2026-02-18 00:18:53.090251,55.5,11.5,98.3,339.8,586.2,91.2,133.95
2026-02-18 00:28:53.090251,55.3,13.5,97.4,318.1,535.3,131.4,118.81
2026-02-18 00:38:53.090251,56.6,12.5,97.8,305.51,524.01,135.04,103.78
2026-02-18 00:48:53.090251,56.4,11.8,98.4,391.54,587.23,186.07,96.36
2026-02-18 00:58:53.090251,54.6,12.7,98.1,339.87,540.86,150.8,67.85
2026-02-18 01:08:53.090251,51.0,11.6,98.9,158.43,324.64,100.54,60.63
2026-02-18 01:18:53.090251,52.3,12.3,98.5,183.24,345.68,130.02,68.86
2026-02-18 01:28:53.090251,52.4,11.3,98.1,227.13,411.6,140.72,76.4
2026-02-18 01:38:53.090251,56.9,12.4,97.0,195.21,381.19,131.63,78.61
2026-02-18 01:48:53.090251,53.8,13.2,97.9,248.59,399.59,95.93,73.18
2026-02-18 01:58:53.090251,55.4,14.3,99.2,196.87,339.06,97.98,55.91
2026-02-18 02:08:53.090251,56.3,12.0,98.2,178.8,259.53,81.66,45.85
2026-02-18 02:18:53.090251,55.4,10.5,97.3,138.86,220.21,67.4,41.92
2026-02-18 02:28:53.090251,52.8,13.0,99.2,179.48,268.5,78.01,58.56
2026-02-18 02:38:53.090251,52.1,11.2,97.6,269.05,451.43,107.94,78.22
2026-02-18 02:48:53.090251,51.2,11.9,97.3,278.2,430.74,104.61,61.04
2026-02-18 02:58:53.090251,55.2,11.9,97.9,272.1,415.38,100.12,56.67
2026-02-18 03:08:53.090251,56.0,11.6,99.1,196.83,318.08,91.52,52.83
2026-02-18 03:18:53.090251,51.1,12.7,97.4,290.66,418.92,136.52,73.9
2026-02-18 03:28:53.090251,54.4,10.5,98.1,294.3,480.0,147.56,78.21
2026-02-18 03:38:53.090251,55.0,12.9,97.1,303.5,446.28,132.54,64.55
2026-02-18 03:48:53.090251,53.4,12.2,98.1,217.05,362.08,103.53,66.89
2026-02-18 03:58:53.090251,55.8,13.2,98.0,308.75,462.91,139.27,80.14
2026-02-18 04:08:53.090251,54.6,11.3,97.9,255.94,424.11,142.54,87.93
2026-02-18 04:18:53.090251,57.7,13.7,98.8,283.03,463.03,151.6,90.45
2026-02-18 04:28:53.090251,52.8,12.3,98.3,311.08,498.38,175.04,117.07
2026-02-18 04:38:53.090251,50.0,11.4,98.3,285.83,450.72,157.74,111.19
2026-02-18 04:48:53.090251,55.8,11.5,96.7,242.05,291.16,75.74,46.17
2026-02-18 04:58:53.090251,53.9,12.1,98.1,121.4,193.5,90.99,60.12
2026-02-18 05:08:53.090251,57.1,12.3,98.0,135.31,242.87,94.8,63.6
2026-02-18 05:18:53.090251,53.3,12.1,98.7,136.87,273.78,95.15,61.81
2026-02-18 05:28:53.090251,51.0,11.4,98.1,130.76,269.21,85.13,67.45
2026-02-18 05:38:53.090251,53.3,13.8,97.7,206.72,383.25,121.22,86.15
2026-02-18 05:48:53.090251,54.1,13.4,99.0,224.94,348.14,149.67,85.86
2026-02-18 05:58:53.090251,56.4,12.5,98.7,170.45,249.91,95.23,72.61
2026-02-18 06:08:53.090251,79.7,14.9,96.1,119.57,186.86,74.61,57.0
2026-02-18 06:18:53.090251,73.4,16.3,97.2,181.76,261.7,106.92,65.45
2026-02-18 06:28:53.090251,74.3,15.7,97.2,216.55,341.38,129.76,81.98
2026-02-18 06:38:53.090251,81.3,18.7,97.3,150.0,270.49,93.1,70.99
2026-02-18 06:48:53.090251,76.5,15.5,97.1,146.03,296.27,117.2,79.43
2026-02-18 06:58:53.090251,76.5,13.9,96.1,110.89,228.81,101.47,56.05
2026-02-18 07:08:53.090251,113.9,22.0,94.7,103.57,177.49,89.22,61.73
2026-02-18 07:18:53.090251,94.9,22.5,94.8,115.7,219.52,93.47,66.8
2026-02-18 07:28:53.090251,89.8,18.8,95.7,123.22,216.09,95.46,65.75
2026-02-18 07:38:53.090251,111.3,33.0,95.0,135.38,236.15,89.38,80.76
2026-02-18 07:48:53.090251,74.0,38.0,94.8,148.75,217.16,90.48,76.11
2026-02-18 07:58:53.090251,116.6,15.1,95.3,207.1,307.38,108.89,66.45
2026-02-18 08:08:53.090251,115.1,32.8,94.6,150.89,225.66,84.64,47.72
2026-02-18 08:18:53.090251,114.5,35.0,95.7,76.12,137.44,73.2,30.51
2026-02-18 08:28:53.090251,103.1,30.1,95.6,88.73,137.44,75.96,41.47
2026-02-18 08:38:53.090251,88.4,26.8,94.8,86.17,194.61,95.32,56.77
2026-02-18 08:48:53.090251,88.5,17.4,94.8,177.64,309.47,200.41,117.04
2026-02-18 08:58:53.090251,128.0,28.6,95.3,131.69,232.45,97.56,81.93
2026-02-18 09:08:53.090251,69.7,15.3,96.7,129.66,236.27,115.84,76.82
2026-02-18 09:18:53.090251,85.0,16.8,97.7,144.98,245.96,117.3,86.59
2026-02-18 09:28:53.090251,71.5,17.9,97.6,163.92,263.73,130.99,76.43
2026-02-18 09:38:53.090251,73.0,17.1,97.6,170.12,255.34,137.57,76.4
2026-02-18 09:48:53.090251,85.3,16.9,96.2,213.62,299.88,138.3,102.02
2026-02-18 09:58:53.090251,69.4,16.4,96.7,175.63,244.58,157.07,102.23
2026-02-18 10:08:53.090251,73.9,15.9,97.4,165.22,264.31,113.89,100.71
2026-02-18 10:18:53.090251,74.5,17.9,97.1,115.55,201.71,103.88,60.47
2026-02-18 10:28:53.090251,75.8,16.5,96.7,53.0,129.37,84.88,48.15
2026-02-18 10:38:53.090251,67.4,14.8,96.9,47.43,60.61,81.26,55.78
2026-02-18 10:48:53.090251,73.7,14.3,97.5,98.61,167.78,82.97,54.69
2026-02-18 10:58:53.090251,81.6,16.0,97.1,84.42,134.81,61.83,43.9
2026-02-18 11:08:53.090251,65.9,16.9,97.4,109.16,164.84,66.4,49.75
2026-02-18 11:18:53.090251,66.2,15.6,97.0,129.9,240.67,92.04,60.19
2026-02-18 11:28:53.090251,77.5,14.6,97.1,85.76,204.96,36.99,30.44
2026-02-18 11:38:53.090251,73.3,15.0,96.5,60.17,163.02,31.91,15.89
2026-02-18 11:48:53.090251,81.3,13.9,97.0,58.95,121.08,66.25,10.63
2026-02-18 11:58:53.090251,72.6,19.1,97.1,51.82,79.14,55.08,38.11
2026-02-18 12:08:53.090251,79.8,16.8,96.0,81.32,162.38,77.88,34.54
2026-02-18 12:18:53.090251,68.9,13.7,97.0,67.63,152.46,48.58,36.61
2026-02-18 12:28:53.090251,80.6,17.4,96.9,70.86,137.98,73.05,65.89
2026-02-18 12:38:53.090251,63.1,14.8,96.9,72.47,133.3,70.45,64.64
2026-02-18 12:48:53.090251,77.2,15.8,97.6,103.73,194.95,56.49,77.89
2026-02-18 12:58:53.090251,77.6,16.0,97.1,95.52,167.64,97.74,57.84
2026-02-18 13:08:53.090251,77.2,18.1,96.7,58.4,129.21,65.16,36.37
2026-02-18 13:18:53.090251,75.9,18.6,96.7,47.43,139.62,70.69,31.12
2026-02-18 13:28:53.090251,73.7,16.1,97.2,80.01,148.1,84.89,50.45
2026-02-18 13:38:53.090251,73.2,13.9,96.7,156.01,228.19,169.36,88.44
2026-02-18 13:48:53.090251,75.5,14.0,97.0,137.99,217.03,142.38,85.91
2026-02-18 13:58:53.090251,74.4,17.7,97.0,72.44,122.24,66.2,42.51
2026-02-18 14:08:53.090251,71.8,14.9,97.0,61.75,54.0,66.87,37.18
2026-02-18 14:18:53.090251,71.2,16.9,96.9,81.46,110.31,77.27,53.01
2026-02-18 14:28:53.090251,76.6,18.3,97.4,89.75,156.89,67.87,48.72
2026-02-18 14:38:53.090251,76.6,17.3,97.2,88.68,163.7,47.01,46.74
2026-02-18 14:48:53.090251,68.3,15.9,96.9,127.86,218.3,62.15,61.21
2026-02-18 14:58:53.090251,76.8,16.9,97.5,130.7,218.14666666666668,29.69,15.89
2026-02-18 15:08:53.090251,83.0,18.6,96.8,118.44,217.99333333333334,29.38,18.29
2026-02-18 15:18:53.090251,74.0,19.0,96.7,148.22,217.84,69.66,44.98
2026-02-18 15:28:53.090251,71.2,16.6,96.9,132.86,377.61,63.44,31.55
2026-02-18 15:38:53.090251,62.6,16.8,97.6,97.83,174.11,28.8,20.15
2026-02-18 15:48:53.090251,80.4,15.0,96.5,91.82,202.91,37.04,52.54
2026-02-18 15:58:53.090251,75.0,17.6,97.0,129.61,329.68,32.33,58.6
2026-02-18 16:08:53.090251,78.6,17.3,96.1,89.78,193.14,34.75,53.55
2026-02-18 16:18:53.090251,80.7,14.8,97.3,166.76,272.67,47.93,63.03
2026-02-18 16:28:53.090251,75.0,18.0,97.0,107.81,154.18,31.6,47.95
2026-02-18 16:38:53.090251,72.0,16.1,96.9,81.12,246.86,61.02,36.5
2026-02-18 16:48:53.090251,67.0,17.5,96.8,74.03,201.81,58.47,35.44
2026-02-18 16:58:53.090251,77.6,18.2,96.4,74.9,247.61,58.74,46.29
2026-02-18 17:08:53.090251,84.7,21.6,95.1,94.81,220.48,75.75,58.81
2026-02-18 17:18:53.090251,105.0,16.7,95.1,137.48,285.18,85.91,76.2
2026-02-18 17:28:53.090251,97.1,24.5,95.1,124.13,284.1,35.97,37.49
2026-02-18 17:38:53.090251,95.4,23.7,95.5,102.86,283.02,66.77,42.35
2026-02-18 17:48:53.090251,111.1,19.6,95.0,102.9,219.17,81.29,49.32
2026-02-18 17:58:53.090251,83.2,24.5,94.4,129.06,311.93,98.35,63.21
2026-02-18 18:08:53.090251,144.0,34.4,95.4,124.8,283.05,97.22,48.65
2026-02-18 18:18:53.090251,100.6,32.9,95.7,92.74,265.56,103.07,42.87
2026-02-18 18:28:53.090251,102.1,24.9,94.6,113.75,208.42,110.09,44.8
2026-02-18 18:38:53.090251,92.5,24.1,94.2,89.52,171.92,87.26,50.78
2026-02-18 18:48:53.090251,91.6,31.8,95.6,123.59,219.3,87.66,69.92
2026-02-18 18:58:53.090251,106.7,26.2,94.7,104.5,213.36,87.38,70.04
2026-02-18 19:08:53.090251,80.0,18.2,96.9,139.37,306.08,86.82,97.93
2026-02-18 19:18:53.090251,69.4,11.8,97.8,162.54,379.7,87.74,108.53
2026-02-18 19:28:53.090251,74.5,17.2,98.0,161.23,354.17,117.59,80.4
2026-02-18 19:38:53.090251,83.3,19.0,97.0,181.49,383.05,56.3,88.26
2026-02-18 19:48:53.090251,80.7,15.5,96.7,142.64,358.425,59.71,51.53
2026-02-18 19:58:53.090251,68.7,14.4,97.6,124.21,333.8,74.25,52.3
2026-02-18 20:08:53.090251,67.4,12.8,96.5,119.47,309.175,70.42,41.26
2026-02-18 20:18:53.090251,69.8,14.0,97.8,125.36,284.55,101.53,59.73
2026-02-18 20:28:53.090251,72.0,13.1,97.2,103.08,297.94,91.18,61.77
2026-02-18 20:38:53.090251,73.9,17.4,97.8,65.02,173.86,79.9,46.27
2026-02-18 20:48:53.090251,74.3,17.7,97.6,54.34,136.92,65.26,55.07
2026-02-18 20:58:53.090251,83.3,16.7,96.9,77.89,193.14,75.61,66.68
2026-02-18 21:08:53.090251,73.9,19.2,97.7,90.19,208.75,81.61,64.2
2026-02-18 21:18:53.090251,70.2,17.4,97.9,77.34,168.66,79.06,48.67
2026-02-18 21:28:53.090251,72.6,18.2,97.0,73.55,174.94,68.57,57.52
2026-02-18 21:38:53.090251,82.1,15.5,96.8,66.49,112.6,61.02,52.3
2026-02-18 21:48:53.090251,73.9,17.6,97.3,100.09,207.98,76.43,64.25
2026-02-18 21:58:53.090251,68.7,16.4,96.9,99.88,250.51,95.52,60.29
2026-02-18 22:08:53.090251,73.4,16.2,96.4,105.51,292.64,86.22,67.71
2026-02-18 22:18:53.090251,72.0,18.7,97.0,128.85,379.8,56.63,57.06
2026-02-18 22:28:53.090251,78.2,17.1,96.9,94.89,247.95,62.4,58.46
2026-02-18 22:38:53.090251,84.6,15.6,97.2,92.95,249.27,89.66,62.4
2026-02-18 22:48:53.090251,71.9,17.3,97.0,117.64,266.72,105.42,80.57
2026-02-18 22:58:53.090251,69.5,17.2,96.8,94.22,219.01,85.76,67.73
2026-02-18 23:08:53.090251,78.1,15.7,97.3,70.86,186.97,77.8,52.02
2026-02-18 23:18:53.090251,78.9,17.7,96.7,78.02,233.72,107.9,48.23
2026-02-18 23:28:53.090251,72.0,18.8,97.4,66.3,149.31,101.65,53.42
2026-02-18 23:38:53.090251,79.2,18.4,95.7,87.31,163.9,93.48,45.86
2026-02-18 23:48:53.090251,84.9,14.1,96.7,57.35,103.26,75.38,43.57
2026-02-18 23:58:53.090251,72.2,16.6,97.2,105.02,240.52,126.55,50.77
2026-02-19 00:08:53.090251,57.2,11.6,97.2,111.22,293.73,160.06,48.12
2026-02-19 00:18:53.090251,58.7,13.7,97.7,180.71,379.29,169.35,50.38
2026-02-19 00:28:53.090251,54.0,12.2,98.4,109.82,314.0,120.76,34.37
2026-02-19 00:38:53.090251,54.6,12.5,97.9,42.67,169.36,101.26,35.71
2026-02-19 00:48:53.090251,56.5,11.6,97.5,56.87,101.24,73.43,50.18
2026-02-19 00:58:53.090251,54.3,12.7,97.5,101.54,214.14,83.4,49.41
2026-02-19 01:08:53.090251,53.4,11.1,98.3,76.56,251.87,86.34,44.55
2026-02-19 01:18:53.090251,54.4,11.8,97.7,81.4,298.5,94.77,49.88
2026-02-19 01:28:53.090251,55.5,12.3,97.7,138.97,296.64,129.18,74.99
2026-02-19 01:38:53.090251,53.3,12.7,97.0,137.81,274.63,115.31,75.26
2026-02-19 01:48:53.090251,55.8,13.0,98.1,77.72,166.28,78.8,36.69
2026-02-19 01:58:53.090251,53.6,11.6,96.8,84.61,208.17,100.24,45.47
2026-02-19 02:08:53.090251,56.0,11.8,98.9,66.72,152.18,82.33,45.5
2026-02-19 02:18:53.090251,52.1,11.3,98.6,64.08,143.88,79.75,57.31
2026-02-19 02:28:53.090251,53.2,10.5,98.4,64.95,187.69,84.94,49.67
2026-02-19 02:38:53.090251,53.3,10.8,97.8,75.75,239.74,92.8,51.75
2026-02-19 02:48:53.090251,57.0,11.3,99.0,69.25,225.52,68.93,38.84
2026-02-19 02:58:53.090251,53.5,12.9,98.2,70.71,272.34,70.91,40.04
2026-02-19 03:08:53.090251,54.0,12.7,99.0,96.72,332.91,98.09,34.52
2026-02-19 03:18:53.090251,54.4,11.4,97.1,59.02,197.51,57.42,38.55
2026-02-19 03:28:53.090251,55.9,9.9,98.5,102.42,330.36,65.24,37.74
2026-02-19 03:38:53.090251,52.3,10.7,97.5,62.37,109.42,56.97,30.44
2026-02-19 03:48:53.090251,56.6,13.4,97.4,67.76,120.06,59.25,41.27
2026-02-19 03:58:53.090251,55.5,11.1,98.5,79.17,142.57,68.32,33.98
2026-02-19 04:08:53.090251,51.5,11.9,97.5,101.31,101.54,56.24,32.55
2026-02-19 04:18:53.090251,58.1,12.8,97.9,83.1,84.18,52.76,40.24
2026-02-19 04:28:53.090251,57.7,10.5,98.3,72.33,54.85,43.4,32.04
2026-02-19 04:38:53.090251,54.7,11.3,98.2,75.14,99.89,51.74,31.89
2026-02-19 04:48:53.090251,51.6,12.1,98.8,91.63,98.88,55.92,37.7
2026-02-19 04:58:53.090251,54.7,12.5,98.0,100.02,331.1,101.3,45.29
2026-02-19 05:08:53.090251,51.8,10.0,98.3,67.12,175.26,79.26,50.91
2026-02-19 05:18:53.090251,56.3,12.0,97.9,48.0,86.63,58.37,40.57
2026-02-19 05:28:53.090251,59.3,14.4,97.4,76.76,112.46,51.76,37.28
2026-02-19 05:38:53.090251,58.4,11.4,97.1,80.89,96.05,55.61,40.07
2026-02-19 05:48:53.090251,56.7,11.2,97.6,60.67,68.43,44.44,37.01
2026-02-19 05:58:53.090251,57.9,10.6,98.3,69.65,103.25,51.31,34.17
2026-02-19 06:08:53.090251,78.9,14.7,96.5,58.21,113.1,37.35,29.28
2026-02-19 06:18:53.090251,71.9,16.0,96.4,57.24,96.62,40.49,33.9
2026-02-19 06:28:53.090251,70.1,17.2,97.9,67.6,95.26,48.9,36.79
2026-02-19 06:38:53.090251,69.1,16.6,96.9,57.1,75.83,52.3,37.93
2026-02-19 06:48:53.090251,76.0,15.3,97.2,68.71,162.2,55.57,47.24
2026-02-19 06:58:53.090251,85.6,14.0,96.5,77.71,143.29,57.81,34.78
2026-02-19 07:08:53.090251,78.4,30.5,95.1,54.5,80.82,42.67,27.69
2026-02-19 07:18:53.090251,78.9,18.0,95.2,54.96,98.86,45.55,42.07
2026-02-19 07:28:53.090251,101.9,34.9,95.3,52.95,87.81,45.1,30.77
2026-02-19 07:38:53.090251,94.4,25.9,95.8,59.13,86.18,43.24,35.91
2026-02-19 07:48:53.090251,99.6,24.8,94.6,60.92,74.51,42.22,33.57
2026-02-19 07:58:53.090251,119.5,21.9,95.0,39.32,57.16,43.95,32.55
2026-02-19 08:08:53.090251,76.9,19.7,95.3,71.53,79.1,50.01,31.96
2026-02-19 08:18:53.090251,83.1,16.3,94.1,73.51,56.29,47.3,29.7
2026-02-19 08:28:53.090251,108.1,28.9,93.7,52.88,88.23,36.35,29.17
2026-02-19 08:38:53.090251,84.9,26.9,96.2,50.99,44.48,33.31,22.38
2026-02-19 08:48:53.090251,103.4,24.7,95.7,75.93,38.59,28.11,15.75
2026-02-19 08:58:53.090251,97.4,28.2,95.0,44.08,77.07,36.73,32.85
2026-02-19 09:08:53.090251,74.8,14.4,97.5,42.14,166.27,44.7,31.4
2026-02-19 09:18:53.090251,76.3,14.9,96.4,56.86,203.09,61.07,34.96
2026-02-19 09:28:53.090251,75.4,17.4,95.7,45.64,240.86,56.3,37.8
2026-02-19 09:38:53.090251,68.4,17.7,97.5,48.36,157.41,64.4,37.42
2026-02-19 09:48:53.090251,70.6,17.3,97.0,42.09,80.14,51.32,23.88
2026-02-19 09:58:53.090251,77.4,18.0,97.3,59.4,124.47,65.42,56.56
2026-02-19 10:08:53.090251,73.1,15.9,96.9,76.29,163.57,62.62,58.4
2026-02-19 10:18:53.090251,63.7,14.1,96.8,54.5,95.08,52.3,40.48
2026-02-19 10:28:53.090251,77.0,13.9,96.8,40.55,58.09,56.73,40.86
2026-02-19 10:38:53.090251,69.1,17.0,97.1,46.44,68.69,72.25,42.81
2026-02-19 10:48:53.090251,73.5,18.3,97.3,56.16,76.89,70.34,44.18
2026-02-19 10:58:53.090251,74.2,17.3,96.1,42.7,50.0,49.28,36.78
2026-02-19 11:08:53.090251,81.5,14.4,97.0,48.03,70.62,85.11,32.5
2026-02-19 11:18:53.090251,70.4,17.2,97.6,43.47,53.42,68.03,29.86
2026-02-19 11:28:53.090251,76.4,15.4,96.5,43.55,55.33,91.54,34.87
2026-02-19 11:38:53.090251,77.0,18.0,97.0,50.86,67.92,92.81,36.14
2026-02-19 11:48:53.090251,65.4,17.9,96.9,49.04,87.48,86.42,35.93
2026-02-19 11:58:53.090251,77.7,15.8,96.8,39.3,78.77,63.17,33.68
2026-02-19 12:08:53.090251,75.8,12.7,97.0,43.86,76.69,68.19,38.29
2026-02-19 12:18:53.090251,75.0,14.1,97.6,42.84,75.19,67.17,31.42
2026-02-19 12:28:53.090251,75.6,15.8,96.9,44.04,82.26,73.28,34.27
2026-02-19 12:38:53.090251,73.5,16.0,97.0,41.29,64.76,59.76,29.05
2026-02-19 12:48:53.090251,85.7,17.8,97.9,39.28,54.92,53.53,30.76
2026-02-19 12:58:53.090251,76.9,17.0,97.0,30.66,32.79,54.64,29.78
2026-02-19 13:08:53.090251,78.9,17.6,97.3,42.15,84.46,70.12,34.9
2026-02-19 13:18:53.090251,77.6,20.6,96.8,56.45,92.71,68.22,43.49
2026-02-19 13:28:53.090251,69.8,13.0,96.4,40.81,80.14,81.39,42.53
2026-02-19 13:38:53.090251,76.7,15.6,97.5,39.51,185.99,91.79,32.96
2026-02-19 13:48:53.090251,71.9,14.9,96.3,49.04,245.72,83.64,28.74
2026-02-19 13:58:53.090251,72.6,15.8,97.3,62.19,247.59,85.32,36.46
2026-02-19 14:08:53.090251,77.3,16.2,96.4,55.55,132.65,72.82,51.48
2026-02-19 14:18:53.090251,75.4,15.9,97.6,59.03,153.16,69.54,43.97
2026-02-19 14:28:53.090251,71.2,17.3,96.1,48.57,90.68,59.67,35.84
2026-02-19 14:38:53.090251,75.3,15.0,96.7,28.01,65.58,42.88,27.58
2026-02-19 14:48:53.090251,69.9,17.8,96.5,28.6,78.83,43.07,31.31
2026-02-19 14:58:53.090251,73.1,13.0,97.2,38.99,85.48,50.23,39.47
2026-02-19 15:08:53.090251,74.4,15.6,97.0,43.35,73.22,48.2,32.04
2026-02-19 15:18:53.090251,79.4,16.7,97.0,45.88,118.92,32.24,35.41
2026-02-19 15:28:53.090251,76.8,14.5,96.8,54.13,125.44,41.9,35.61
2026-02-19 15:38:53.090251,68.6,15.0,97.0,56.56,147.82,26.55,20.84
2026-02-19 15:48:53.090251,78.7,12.7,97.0,57.09,170.2,27.7,28.7
2026-02-19 15:58:53.090251,74.2,15.8,96.4,54.73,189.12,40.47,37.48
2026-02-19 16:08:53.090251,75.3,13.7,97.1,48.93,89.57,41.9,42.73
2026-02-19 16:18:53.090251,65.0,15.2,97.6,37.1,60.16,41.57,41.82
2026-02-19 16:28:53.090251,79.1,18.9,96.7,28.06,47.47,54.7,51.78
2026-02-19 16:38:53.090251,73.2,16.9,96.6,44.31,111.18,64.8,41.71
2026-02-19 16:48:53.090251,78.7,16.0,96.9,46.77,208.01,68.7,40.85
2026-02-19 16:58:53.090251,68.1,13.5,97.6,57.64,269.42,56.8,31.96
2026-02-19 17:08:53.090251,65.7,26.9,94.9,45.37,246.81,57.01,33.42
2026-02-19 17:18:53.090251,111.3,16.4,95.6,50.42,282.23,61.24,34.74
2026-02-19 17:28:53.090251,104.4,24.6,94.4,50.73,233.83,75.45,39.21
2026-02-19 17:38:53.090251,120.1,25.8,94.4,71.72,260.6,63.76,39.69
2026-02-19 17:48:53.090251,104.0,32.7,95.3,87.99,277.61,49.75,43.67
2026-02-19 17:58:53.090251,81.4,22.7,95.1,45.7,190.45,55.82,38.14
2026-02-19 18:08:53.090251,133.7,32.4,95.7,45.89,164.1,52.36,40.58
2026-02-19 18:18:53.090251,116.3,25.6,94.3,49.7,178.47,54.62,39.41
2026-02-19 18:28:53.090251,91.3,24.0,94.9,57.08,184.5,63.46,43.84
2026-02-19 18:38:53.090251,115.8,29.4,95.3,47.36,109.64,64.32,45.6
2026-02-19 18:48:53.090251,80.4,31.3,95.3,79.99,198.81,77.97,54.73
2026-02-19 18:58:53.090251,84.9,31.2,95.0,67.11,185.86,70.09,57.22
2026-02-19 19:08:53.090251,77.8,18.1,96.8,81.9,207.91,75.84,56.8
2026-02-19 19:18:53.090251,74.3,17.3,97.5,86.16,185.57,74.51,56.82
2026-02-19 19:28:53.090251,79.1,17.2,96.9,75.02,143.48,88.62,67.37
2026-02-19 19:38:53.090251,69.5,16.6,96.3,94.23,141.3,134.72,86.2
2026-02-19 19:48:53.090251,73.2,16.3,97.6,89.62,131.06,144.45,70.0
2026-02-19 19:58:53.090251,74.9,19.1,96.8,32.73,67.29,72.31,44.35
